Country,Category,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Slovakia,Fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,30672064,23424951,23303769,26476210,26356999,22540611,24820638,18975502,19531799,19417775,20918150,21650933,25199512,26387318,28476748,31996219,25940618,25877990,25958876,23125538,22378892,22081601,21682752,22626585,23148163,25332231,26351153,24592260,26556242,23875761,25926002,26262265
Slovakia,Metal ores,,,,,,,,,,,,,,,,,,,,,,,,6663187,4344828,5995822,5718752,6545860,6546783,7856913,5883469,6010450,5886857,5600007,6065393,6908592,7071851,8143376,8807379,7202182,7585362,8170674,7284539,7337272,7446300,7531572,7271036,7208579,7224102,7257558,7331562,8243631,7820183,8335629,8627939
Slovakia,Non-metallic minerals,,,,,,,,,,,,,,,,,,,,,,,,25352043,21403147,25423287,27864059,29761031,36482139,34768930,30146609,19808113,21279524,21652622,23892439,31125681,32290296,35179723,35892557,28809983,28771944,30372143,29629386,29034483,28749073,29640095,33178152,30293745,33476375,35519536,35011995,36445646,37270588,39113839,40843848
Slovenia,Biomass,,,,,,,,,,,,,,,,,,,,,,,5995950,6424851,7119061,7778097,7937607,7815551,7969028,8212370,7869112,7868398,8178098,8106592,9553268,8961392,8510208,9047907,9540309,9350089,9007284,9278481,8675892,8333456,9107874,8877932,9595674,8605571,8627034,9709530,9261711,9712020,9598005,9772434,9893824
Slovenia,Fossil fuels,,,,,,,,,,,,,,,,,,,,,,,8721160,7838466,7280675,8278527,7828507,7781441,8239459,8283633,7751509,7239366,7498807,8245490,8791191,8824105,8528472,9456476,9905506,9268284,9650678,9064651,8211283,7784843,7287004,6976499,7255656,7599139,8330351,8794666,7880266,8713710,8051543,8519229,8574095
Slovenia,Metal ores,,,,,,,,,,,,,,,,,,,,,,,1292579,1500650,1601238,1984714,1977275,2139299,2393075,2661304,2855730,2865770,2790114,2702196,2986835,3198465,3366873,3973399,3898284,3468055,3311831,3275986,2977625,2927357,2771425,2499598,2670158,2888710,2967822,3118137,2999140,3549712,3401769,3583498,3705073
Slovenia,Non-metallic minerals,,,,,,,,,,,,,,,,,,,,,,,10811594,17736411,11285628,12685006,12834114,13581461,25092309,23497837,27050644,23955349,28736204,32390276,30566556,27956127,29644082,25903360,25698141,21791456,19781846,21299492,19475904,18404892,19928702,19057000,18381379,18580558,18343374,19158723,17316979,20794443,21206865,22295828,23278744
Somalia,Biomass,32856615,32672067,33647782,32879313,32624216,34975891,34937289,36557763,38911884,38680127,38706982,40674788,42156563,40950881,42091603,43737210,44215204,45702366,47783678,47813345,45128981,38536156,35390182,38836295,41308407,42485130,43233006,41756690,42986780,47581449,42689676,28775497,45954512,49100958,41192595,37321779,38789357,46158954,48925973,37440442,52883215,65303312,94743995,89288866,104247600,97716093,80140862,31451010,40561735,48866421,59968527,56190472,57748881,57423983,58277447
Somalia,Fossil fuels,80973,83382,93570,88027,83670,93362,104732,57681,53604,52489,48693,48917,49352,44839,47218,51360,50436,51256,51178,56199,80712,25984,32870,46145,44710,44246,69677,71460,134072,196308,198832,146047,177681,246983,347619,456170,491589,641664,651755,393049,388504,482963,938292,1003689,1075522,1459140,1323465,1543676,1624985,1763143,1488637,1473084,1675826,1748464,1786255
Somalia,Metal ores,24876,23671,32116,30633,32005,35236,37920,20404,18581,17413,17514,19612,20278,19117,21043,23717,21854,22475,22283,23216,26404,9682,18637,17659,21401,28515,52453,41449,64959,70540,87347,71108,94057,159817,209999,267483,333229,461551,462380,271526,304464,480633,733873,913776,1142057,1625356,1737833,1994808,1997904,2213811,1723584,1609276,1916187,2003644,2095930
Somalia,Non-metallic minerals,217264,570244,503482,143105,640554,822277,741330,546298,142040,147553,513678,582988,454861,191585,191574,220468,223934,237968,236643,569548,583255,279852,1176324,312359,423206,414281,188184,413854,447603,405234,563639,382057,622675,7741632,7394572,1993703,2049892,2272262,2410701,1398655,1478992,2035811,3167068,3396566,3622707,4867893,4427172,5821541,6911041,7319318,4648807,4908384,5774008,6002584,6288428
South Africa,Biomass,103609161,122448759,125662746,102781999,136921487,127981010,125530768,134949688,137692325,132520881,137093008,163604730,137504418,108797905,125751683,131328387,132440949,141114135,140093301,154081843,139746435,143521733,108696141,139352602,153869195,125311293,155185032,157985610,149108059,146526974,165229220,144998592,159558427,158963505,162231336,172326364,161041017,153641909,171967267,168316677,170628031,167660024,180276438,171968381,170796348,154629792,145504436,189874297,178311646,171832902,172509077,177783782,177580920,175452776,176088588
South Africa,Fossil fuels,31055654,33345453,31824447,37297071,39274853,35705336,34897128,35027179,32670596,36297458,41645345,44484347,45410963,50038156,48519477,41186937,39860654,44521132,44620121,44596347,45187496,46097667,46128390,43875921,44270113,46634279,44918158,47548728,47399350,47163108,49405370,50290014,48960486,58510862,65178606,71023197,73936400,75661235,73637032,81322286,82632828,81470228,83424342,84464501,81995163,80819301,79047587,78575800,80820102,81614128,72368799,71142174,69511682,66560138,66581217
South Africa,Metal ores,21569826,21045752,19815991,22651666,25470855,21510872,19526052,17739510,16968039,18447250,22914215,23026015,21271525,23123623,24826399,20114933,19761485,22408045,22427331,22620184,24216409,24501103,21692780,21764935,21099606,20462668,18394638,22114964,21155714,19728578,20588799,24601155,32540940,43361380,35299014,40831503,47767988,49402246,44966423,51488532,48457351,47351715,47829791,48674708,43128963,42034372,37856087,35393719,36098084,36168945,31087682,32917542,32352590,31400266,32157980
South Africa,Non-metallic minerals,39643123,38463017,37975682,42660839,45228961,42762999,47809805,46356239,47459954,53001952,64389835,70800369,65861004,70790960,67586850,54831691,54023109,57013894,59036202,58648456,56090316,54518816,58622193,56638270,57789799,57080418,54323215,56183284,55014786,47522680,49260310,51955712,54134241,59672428,69439032,78126231,84414014,91136590,80541362,71171404,76106331,78366489,79810881,85028604,80813795,81066860,84845041,78931098,84786645,79514689,72953370,77555988,78989062,77788686,80527596
South Korea,Biomass,41882267,42442095,42060212,44320691,47929418,51490023,56363797,57516595,62756421,63361851,54066645,59064290,61803471,63893694,68006880,68693877,69286456,68453712,71226150,77255025,70688604,82732761,85726376,92852169,104602758,115041310,121634770,114657205,85184606,100820098,115950126,117236217,114644681,122679190,137672306,138416612,151197894,157230471,156201002,141904655,150653722,163658025,158594073,167173639,168903457,157995704,151699979,176201785,195660222,169423656,152655896,164314832,159716291,160064636,161325626
South Korea,Fossil fuels,33182504,35512644,37228712,42686487,52836718,51417666,65557513,74586419,77688232,91592380,83344377,87262479,82420929,82031987,88247014,90532421,97029575,106045091,126887874,147700014,154480917,173354141,171270254,171295303,189775753,208216362,223306189,216117510,157617181,184959884,210722796,222984151,228420909,247196327,237782031,257874174,285205300,297902436,288202526,237551317,298357863,328441304,301069849,287451571,276918064,265832907,270294075,287076929,304111119,315661133,299433862,296536451,267851195,273527861,273564653
South Korea,Metal ores,20758651,20992782,21401007,23810473,28394055,28010510,34888085,38446852,40131342,45153250,41130718,44198290,46655455,50272445,57913828,62130316,62012457,72255491,86583264,102761444,108180017,114046467,121365395,120703215,136323207,141228022,149636402,142866967,104572891,118401014,156999721,169140027,178221456,185085737,182478680,191136125,199351728,211957914,179155048,186421002,175362970,177337477,168815163,172314046,171692378,174360483,178878154,196628259,186112931,191263271,215280408,227503623,212286362,209763533,214207753
South Korea,Non-metallic minerals,38297631,42040624,36870786,47125160,46582316,51514144,65394041,90135714,105098419,109949102,89714918,92963238,112773363,140558586,144306567,146132271,163053814,188111200,218060020,241351055,288880084,340095856,382598113,381199286,436082393,466709965,512364221,509789989,343965488,379169397,437610254,448950342,484497976,514403983,490697810,459895041,474912386,503384845,462390222,421825449,422369512,430653768,454657967,467832924,467762794,489103372,533873441,533946065,531578776,536154115,550122160,574080286,575911927,591981772,608867184
South Sudan,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,6282,273533,42026765,39465332,43323092,36661986,32556154,26961980,22822276,43184440,42272006,21833915,21937095,21726444,22173860
South Sudan,Fossil fuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784,2313,967257,2898973,4377944,4962607,7148221,5508484,4052436,4439349,4408459,5857170,3280247,3339467,3345733,3399104
South Sudan,Metal ores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,486,453670,542002,589370,840778,923162,651057,558297,320886,245950,15254958,452849,454047,437624,452603
South Sudan,Non-metallic minerals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,808,877582,1046486,702415,866616,971683,1710578,1826839,564074,193237,10789917,471331,495206,477121,507715
South Yemen,Biomass,207115,200195,195294,212022,203989,193525,214463,209853,219707,208819,208961,205092,221265,224876,227242,228496,229736,228161,224879,234367,419973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Yemen,Fossil fuels,626757,640868,663468,685754,690481,723124,735155,750849,758344,758829,754496,755598,776171,786777,777474,783132,745208,712795,692248,665252,1151397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Yemen,Metal ores,183693,183917,188792,192418,177907,174860,173604,165530,162921,153959,148777,148829,157218,162633,157413,154924,134262,117162,107412,102626,179890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Yemen,Non-metallic minerals,125810,130238,132521,136781,134988,139914,139998,140625,140390,133625,133693,134901,137484,144374,149566,149493,140959,136539,135295,131765,238298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Biomass,128326255,131868612,132757628,138211433,139659007,144471009,144533134,145275021,156559673,155041745,163453354,146833295,161050848,151989570,172043233,167926857,168395154,184501716,190902646,193736396,190549844,204245182,192956116,182951994,175860612,174712877,196882208,198129184,204462552,197413971,203593939,199159755,206252258,217381753,225496906,209531691,225199809,244078661,248144826,211572606,214012995,218252945,185569906,211409735,191263205,192778234,203789125,203522221,220365190,207517154,213020770,221137974,221029630,224200623,226338034
Spain,Fossil fuels,49200050,51310667,55263012,60492285,63759083,66728875,70049083,73619926,77803274,91883351,92750001,88057765,91521073,88224892,89929773,92782808,100955292,106517348,111848241,121327529,135159101,111444011,129533943,108237617,104647381,110920456,110384187,109084713,121127649,131443600,121431083,128983246,137190291,152226912,159712153,167262876,170999912,180742635,174278388,146427616,146827978,137725227,122076899,117887996,121270564,121996110,123468939,124165533,127722229,129157574,124356299,129100235,122196918,128432246,129058088
Spain,Metal ores,30104457,32545873,34390650,37561281,39459290,38600201,38411565,36641018,37343974,42279147,43212538,38826582,36833220,34681912,38327505,40064424,42089354,44818349,47402613,50904483,54076470,53898251,60004676,50064512,51545465,55318044,57882862,56741429,66320172,79959461,80389490,85221189,83531923,89749733,95618657,103004366,105971870,114039097,101760704,81069538,79759965,74681422,65371683,64499836,65994143,65289781,66304005,65951479,67326734,72526459,79477606,86124665,84761432,87923248,90262312
Spain,Non-metallic minerals,166919048,155358216,199849177,203612568,207948985,214418645,238918291,222785293,234209098,219704804,215555470,219351589,212194122,204248013,188198642,206923310,229134590,236753126,270488481,316652169,327833923,330409859,333500094,277734993,294111632,309160796,264739909,290547456,348378061,392978449,410637854,435771886,473596956,511586247,530951275,611316057,643140397,642161906,553886818,443724227,386322661,341351838,267057034,365066180,357918944,332532611,293954184,212482441,233125299,206260225,202180700,218601128,223503265,233039014,242306636
Sri Lanka,Biomass,15318997,15255511,15376586,13778053,15162758,15943903,15637163,15298451,15719506,17011086,17202119,18033537,18374044,19239312,18846856,21031269,21346621,18366219,18759946,18848509,19284414,20029287,19902575,21238378,23802785,24566364,23501122,23507716,23622020,24215325,28730960,25505957,28977319,26805710,26680481,20139598,30365790,36020780,38567536,27063117,30393982,33675686,31044987,34341165,28527815,34522923,33897788,26585762,33271597,31536877,30982793,32547567,31965607,31603720,31407846
Sri Lanka,Fossil fuels,8738738,9346306,9600652,9206540,9522106,8086690,7610720,7149724,3474081,3353220,2355123,2334944,2985728,3026222,3130311,3380188,2921408,2940044,2873922,3118437,3767867,3331019,3486356,3424729,3523780,3443825,3137225,3824580,4089411,4498324,5216033,4515980,4716525,5062214,5931274,6589230,7836544,8608000,10464714,8366949,9678706,12999223,11919684,13370845,14132705,15989363,18974453,19904446,18796394,16196318,14805883,13452438,12194063,11596106,11056272
Sri Lanka,Metal ores,1258906,1224223,1416580,1329664,1394876,1280874,1040458,993118,637711,685363,742668,750523,751623,780880,940212,989089,968493,925024,902900,895519,869017,1017545,1179155,1271975,1421879,1448736,1420865,1726252,1838535,1835671,2137981,1862865,1992297,2187695,2724600,3129052,3629227,4014873,4506110,3935322,4540246,6705053,6541184,5791680,6477742,7063666,6016662,7191339,6790783,6599521,9480852,9332507,8401975,8213395,8184552
Sri Lanka,Non-metallic minerals,6254978,6098458,8251139,8655767,8192015,7387386,7826083,7254578,7887404,9066535,10410196,9591052,11405152,11182925,13515946,14197265,15457269,15770844,14331295,14046314,15393859,14848092,19480336,19704337,23446564,23854670,25267003,27038104,29166620,31282955,32779181,34698084,32051882,34219602,32952950,39286860,46803594,49681695,51118068,44510831,49644337,74004314,82826989,39340648,85787434,81008881,40099881,91697629,37469419,36019013,35677770,36972620,37287213,37892849,38789759
Sudan,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165217401,178826340,182465578,169604296,191759031,185626990,189797196,174815889,167152610,174178453,170276867,160213859,162577503
Sudan,Fossil fuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5527804,6763695,6098175,7555308,6661153,9338439,5298092,4339635,4043836,4162865,3826054,3321117,3280956
Sudan,Metal ores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3056859,3848433,3592411,3982883,3659429,5185415,2340805,1978446,2026126,2031441,1855512,1556706,1558116
Sudan,Non-metallic minerals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33781017,34597571,29631498,34719590,37183260,48150186,38624287,37584496,35132632,36975321,37293311,35742562,37145518
Sudan (Former),Biomass,58068097,59437373,59714248,63996966,67167122,70828278,72355676,71632959,74210446,72508215,77478830,87176484,83519243,85905533,85828192,95105654,90795334,85512392,95647050,86381474,90106968,99164444,115189841,115783195,128566697,126322086,138462517,139953031,144349515,140552224,136853873,159532279,160368475,150772172,160694555,173999292,184992714,184897255,185423122,189432521,190341194,195482484,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan (Former),Fossil fuels,512694,517315,566964,611018,615863,668708,764236,800057,748775,760571,751900,848374,718236,670799,833401,784819,908286,1041209,981135,973801,518729,1055482,1655930,1404237,1115312,1148634,1174528,1757347,2141433,2152354,2854791,3109525,5238735,2927257,4224664,5439039,8722790,11654919,14748571,15908903,11397250,6750975,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan (Former),Metal ores,434286,442884,490324,533336,562045,546255,605839,596691,559444,550480,546523,587203,455442,415094,546050,534996,606119,639902,622105,601639,184200,723418,1514653,1360430,1067819,897121,906940,1912131,2348727,1410535,1485887,2052142,3042421,2683375,3093762,4391807,6224971,6873642,8269933,8295874,7766246,3942385,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan (Former),Non-metallic minerals,508179,573636,591158,695445,824117,900602,979428,1166722,1197864,1137934,1217066,1521966,1218418,1247650,1615673,1501564,1814734,2188226,2163877,2201846,1680737,2025467,4337575,4667361,4060757,3738633,4875143,5953050,6567505,4974668,5358811,11681218,15653714,15223743,17897240,22263987,24141496,20486954,23530024,22335967,24123522,48120727,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,Biomass,45910289,46805222,44720798,44774512,49028922,46240979,46625989,44978241,45528062,45790070,45563995,46278038,45778194,43723749,48082633,45473147,46167018,44507846,45500913,48083816,50417003,44507667,47727844,48626516,49301671,49871645,52802702,53663875,51151334,54855666,53541126,53048759,56511951,59579483,59353996,64750393,56448551,59691375,60085225,56827400,59763903,62792233,62021186,62297628,63490755,64263845,65264270,66505692,63911658,65364512,65130442,64843678,64043858,63703362,64126362
Sweden,Fossil fuels,17932773,18596916,19778099,21018059,21076279,23083968,24751752,24892018,24648506,26728635,27206155,25202988,23863430,22752891,23619800,24795825,28132571,31016822,32495911,33762378,38421944,28262862,38966859,32539802,34591460,35184462,36701831,35903095,35731018,39791053,39891365,36704005,39040744,43514300,43934610,43054323,43222868,46173266,47200011,44857197,53321807,49507049,47954463,46542400,47508027,44899049,46119483,48849190,49225688,46785989,47309266,48253680,43387910,44942801,44769306
Sweden,Metal ores,27549001,28286762,28703699,29521227,29087241,28748499,29337336,26172488,24308390,26311312,26666339,24563987,20835852,19912054,22254105,23990742,28437942,29292700,27142057,27725680,29682319,25300434,28634946,24289420,25211250,24992041,25959193,26316925,24757374,29520987,29927552,26523874,26311074,26648808,26491317,27123713,28385459,29582944,27998178,24521371,27722148,29664081,29105102,31073239,30384180,27773315,28549424,29731350,30007106,28283692,31074852,31698377,30699879,30910775,31562504
Sweden,Non-metallic minerals,62597788,69136678,68276261,71270732,66640051,68055281,61814355,56115943,52850166,58554651,54650555,49484954,48643211,46466011,49098268,48614488,50969549,53234364,60830502,54010502,58045375,49261885,48752415,45260589,45483902,45566866,45932890,43457413,60087660,72622088,70600407,68859952,69857408,71083516,73387654,77856749,82207800,85652402,88993265,73059026,79179461,90961124,92707675,90452668,90826465,91688226,94450007,98188344,103103259,101786107,107626607,111788916,112804059,114938589,118837709
Switzerland,Biomass,29316146,29933712,29706215,31727509,32320819,32262504,32168055,31986157,34437673,34751891,34054199,33790946,34901258,33583809,35253373,34596465,36234264,36806628,37776599,37827314,36995328,40146380,37852439,37475731,40954076,40828803,42139451,41541991,41752487,43502518,48681969,55124980,45978704,49973248,49412458,47229475,45886234,45297568,49375071,48708708,51082638,59450610,58183682,59566827,67840202,70022074,69773663,69990997,66932333,67902840,68472352,68851906,67257691,68239457,69210656
Switzerland,Fossil fuels,40569931,40746498,41194164,44441844,41654611,42322453,45609535,44642717,49326109,51019751,46846831,41044332,41346502,40438227,39854430,41215218,46864201,50702648,52084249,51410785,56591903,44934122,53382264,50886538,53751362,55779423,53529465,51181910,56430735,52544152,48867651,51221808,53139353,53147046,51786001,54241430,53635629,54735684,59065939,63003849,66853175,74705210,71282702,72051388,65020354,69637706,73117876,72767775,69326613,67717497,70630445,69380383,62915874,65736876,66357455
Switzerland,Metal ores,21666758,22614382,23464261,25160953,24172496,23451925,23545240,22105786,24105325,24302423,23464608,21994958,22010606,21837540,22198371,22918373,26382893,27739022,28002878,27318971,31946492,25544612,24192066,26074083,26931286,26991294,26179228,24600005,24961696,27502825,27043299,27392652,23240104,22232492,21981236,23924794,24271302,25199976,27670211,28557679,29746695,35376474,32016650,32008272,29775470,30492003,32075095,31961549,29634904,29404653,34485701,34553389,32901315,33997748,35055771
Switzerland,Non-metallic minerals,73090103,80439264,86902625,94219955,87537349,74592602,72987354,71819765,80937199,82308341,81230801,75833665,73923984,72928446,72557923,74672585,83407079,90349974,83841298,82981527,86211676,79385253,79331604,77604147,83842414,86814355,80546948,80829474,86985641,92208024,96409503,92324586,91360081,93713869,100995853,122358890,131376425,137430677,131566890,130247097,140083993,175242960,163022980,162809798,148873846,143480628,150258945,148833274,148122670,149543213,161965938,174092748,174469790,182388058,189628433
Syria,Biomass,10273457,10789454,15190868,9377270,14230715,14658936,17471791,14789870,17106034,15612016,21955808,23577840,22654714,23513554,20552226,19722691,20139495,17437844,24139135,15659655,19731490,22684906,23385235,22223566,22907142,22189196,29687900,24139769,28520529,23113985,21289289,23494464,31373407,31238153,30474339,35357076,34422957,35924054,27323776,33101022,33161286,39369755,26725347,22468871,19074563,15691253,10579904,11545513,10383805,14946436,17467678,15353061,15125204,15095391,14864687
Syria,Fossil fuels,2707067,3033440,3141628,2884162,3858967,5049125,5860684,5563878,5749366,5733206,6580609,8198606,8301625,8716274,9286308,5481380,4899016,5210129,5905648,5937071,6102422,5086520,7130943,7238481,5741941,5405138,7237271,6909522,7530600,11431245,11334024,9171801,8912129,9140772,10558290,13537918,12069996,12479273,11543601,15281201,16826745,15418072,11454576,6707525,5742032,5082879,4164074,4632441,5011449,5775079,5774402,4226536,3985444,3930665,3850127
Syria,Metal ores,1084641,1131985,1184035,1176662,1388290,1477863,1621879,1564489,1556949,1617839,1788234,2086042,2128722,2235170,2366283,1575077,1474799,1430814,1485024,1380785,843925,1818975,4951040,5791429,4438300,4054175,4511559,4276264,4037452,3664380,3538007,3765799,4503653,3717044,5189498,5782983,5936602,6193922,5692578,7475453,8559943,9391828,5781987,3314204,2667538,2478294,1787731,1793828,2054136,2914621,2743149,2033485,1928077,1887144,1864735
Syria,Non-metallic minerals,2720950,3424533,3501992,3406217,5150189,6638282,8377840,8276263,10020090,11958427,13378290,16648009,16990447,18892679,23783949,14935523,13746835,14720991,15652670,15683357,9620104,15969597,12263853,14285296,17670318,19581565,36734819,39302750,44163955,52103848,46361568,50733517,62202823,61591179,61065087,61260534,69150500,100617341,102226902,118609495,135163140,115251446,82949610,63574260,36988039,34007793,28311975,30843954,37571694,34887569,31469861,27747589,29126240,30414410,31545809
Tajikistan,Biomass,,,,,,,,,,,,,,,,,,,,,,,6511544,6553647,6214366,5620346,5480931,5859431,6199502,6082624,5726322,6215397,7603071,8348585,8491768,9231890,10058217,10601254,11634450,13738625,13377424,15864046,15896391,17182796,19056893,17773472,17930154,18725265,18293059,19385958,19573524,20306586,19274234,17778947,18017960
Tajikistan,Fossil fuels,,,,,,,,,,,,,,,,,,,,,,,2041007,3652366,2189249,2594038,1470802,1558811,1925427,1509674,1016085,1151916,1349135,1394770,1354796,1536690,1743077,2519835,3059401,2909937,2643559,3434866,3777306,3764577,4526780,3657829,3890599,3698787,3896616,4138686,3732519,3958778,3815584,3676565,3682692
Tajikistan,Metal ores,,,,,,,,,,,,,,,,,,,,,,,533795,1135635,1077615,1059703,766358,1285223,1785072,1531044,720053,1411781,1651125,1668015,1437877,1122208,1207438,1728044,2023037,2106643,2123825,3269148,3209479,3687513,4959730,4854496,5394137,5170749,5558302,6477483,5352584,4606108,4560734,4579363,4732820
Tajikistan,Non-metallic minerals,,,,,,,,,,,,,,,,,,,,,,,9058532,9752312,3583511,3188934,1898884,2278390,3038907,2769788,2208346,2343613,3711595,4030865,4170712,4920011,5514604,7050695,7096622,6785124,6574060,9780158,10411989,11061115,13855417,13105899,16696974,15199505,16683482,16684782,14162158,11334202,11259075,10772230,11358980
Tanzania,Biomass,49175731,50117401,50829931,53237459,54076234,59528008,61075463,63887518,64679879,68489712,66798107,68767568,71143942,73139747,71986250,75465566,76009682,75341916,74444650,78929322,74645416,79756494,79128294,83997953,77065356,146962600,96692254,75832709,82451128,87149039,86423927,100984333,102344124,104738099,109478219,104208383,102496732,109489865,113077476,106676498,118596693,127024950,132166914,144934518,154363011,149013330,149877820,155394346,150318833,152679486,162680480,173888916,174040394,173146636,175462333
Tanzania,Fossil fuels,2062045,2119557,2271911,2463979,2553187,2506947,2685208,2900193,2816973,2867293,2830069,2916949,2824042,2700644,2540727,2645277,2120682,1732770,1858879,1979514,2487558,1277189,1553632,1552764,1413724,1879941,1301300,1433405,2679573,1976455,3040388,2492923,1700244,2249276,2552563,2971763,2731687,3740834,4168616,4349839,4777095,6019305,5759040,6618979,6553349,6395119,6378002,4555896,5090548,6819833,6892499,10700063,10568566,10825798,10948529
Tanzania,Metal ores,8636058,9000676,9338912,10140974,10135941,9981265,9616824,9536912,9746064,8674402,8982014,9457310,9652721,9207338,8425717,8778233,7779973,6903654,7321565,8638334,10344244,4823408,1391324,2875213,2665585,2984578,2349773,1084961,2785746,1422196,3928613,2498432,2041620,2247946,2770390,2656385,2499602,3330831,5070876,4567528,5493007,6954039,5119987,6776932,7283206,6634562,5590320,4618873,4064840,9876669,7165690,6401828,6361653,6388106,6567889
Tanzania,Non-metallic minerals,10033228,10856575,10281157,10879563,10960235,10682249,10592445,11228239,11232522,10606710,11189763,11629666,11815915,13252563,13989743,14436339,13873089,11932418,11456430,13785682,10859321,14718133,6696848,10805399,5976198,9368803,15356482,10213161,16514835,12706781,11817090,11152364,12463997,16379642,15433230,16879078,16075682,18688450,19615654,20798887,23442663,29020789,32114592,37823077,45146215,39294194,39289846,36519623,40957092,56489014,71924880,84840907,89290352,96600989,102511450
Thailand,Biomass,90517112,90855850,85594002,96530961,100321010,106315248,115087311,117405322,123762430,119907151,118490405,130481050,139168356,142188094,144935589,147985354,140867349,139769336,154646489,165370646,154403273,168845462,185850825,168654582,183769157,181972690,200144456,189819992,166820303,165618141,171529689,182141919,186777048,204616289,204202033,204350070,218873522,229325341,253136111,238329502,248367240,264123040,265946673,259800579,257268043,240850225,260663392,243765376,268133494,289392174,266725439,263266296,260836039,263576484,266172749
Thailand,Fossil fuels,11287412,11388076,11582109,13239517,14093902,13847064,15440876,16417288,16714219,18199077,18090203,18834366,20568619,21637363,24210612,27231439,28010406,30626775,35708120,40122210,45101600,46488992,48929954,50757680,55400592,58727732,61069668,61239231,46865847,53455587,56401142,60077331,63187404,70456631,74030598,83570067,84364422,85715028,95083159,92182888,97625132,100971577,105665063,110977293,103285183,102256366,99165061,97997276,103066364,109211699,108016530,112842790,102151422,103918516,104929827
Thailand,Metal ores,11044316,12054774,13101113,13827798,14439222,13642985,14832834,14826133,15568102,14927192,15621166,16106046,16100185,16761337,18960225,18235212,18038815,19237079,20800126,22769671,22718587,22334437,25375878,26719963,29150564,30829809,30106705,25357916,16000249,20639875,24925658,27611263,31120551,31998026,37240778,45345755,48251450,50255638,57579324,49197852,54856135,61141897,65049590,67935560,61459035,62641470,60784411,66465862,76001950,75242524,67951231,77282620,70773800,70358624,72239177
Thailand,Non-metallic minerals,34872308,34900948,34384302,36491534,36800558,38922016,44522287,48802361,54245118,59573964,57131103,58591506,59695765,66766039,76048229,71937259,71392562,83999611,97974055,125538331,165577267,186837572,199036667,201173382,230198184,264639919,289966164,279033717,170576291,185926889,194486850,200762479,246546674,268757188,303182310,316342401,363850064,339656035,318293645,311954837,346927787,384586418,376693950,412213652,345099109,363498623,451148187,352516543,370095680,372412646,371207097,384760098,392833198,413306279,434373319
Togo,Biomass,6863667,7036077,6925751,6931585,7078177,7244737,7010379,6955968,7303326,7663423,7478050,7490295,7510355,7119948,7723823,7940560,8470035,8604196,9569196,9817311,10416809,10094816,10185170,11129608,10113994,11545581,11644297,12025808,11408265,12179690,11593525,12547903,12471344,12023240,10252968,11030852,11014343,11679930,12073848,11802243,12554430,13324408,14080734,14346493,14792650,13754353,15182792,15561856,15720621,15638343,16010834,15701837,15757140,15654284,15928147
